word,sentence,word_mean
rid,I'll get rid of him.,"to not now have an unwanted or unpleasant task , object , or person"
shoes,Put yourself in my shoes.,"one of a pair of coverings for your feet , usually made of a strong material such as leather , with a thick leather or plastic sole (= base ) and usually a heel"
laugh,They're all gonna laugh at you!,to smile while making sounds with your voice that show you think something is funny or you are happy
named,Then she marries this guy named Calvert.,past simple and past participle of name
folks,C'est la vie say the old folks It goes to show you never can tell,used when speaking informally to a group of people
planet,"By your powers combined, I am Captain Planet!","an extremely large , round mass of rock and metal , such as Earth , or of gas , such as Jupiter , that moves in a circular path around the sun or another star"
teacher,You're a teacher of the college.,someone whose job is to teach in a school or college
grand,Future Grand Prix Cyber Formula,important and large in degree
staying,How long are you staying?,present participle of stay
gives,This place gives me the creeps.,"to offer something to someone, or to provide someone with something"
upstairs,"Come on, let's go upstairs.",towards or on the highest floor or floors of a building
ray,"X-ray delta one, this is Mission Control.","a narrow beam of light , heat , etc. travelling in a straight line from its place of origin"
hadn't,I wish you hadn't said that.,short form of had not
search,Freed him to search for a one-armed man he saw leave the scene of the crime.,to look somewhere carefully in order to find something
queen,"He journeyed the earth, battling the minions of his wicked stepmother, Hera, the all-powerful queen of the gods.","a woman who rules a country because she has been born into a royal family , or a woman who is married to a king"
johnny,"Go, Johnny, go, go, go",a condom
holding,How are you holding up?,"something that you own such as shares in a company or buildings , or land that you rent and farm"
shop,Fell out of his nest over by the plate shop.,a place where you can buy goods or services
lots,"So come and join us, all you kids, For lots of fun and laughter",lots (of) a large amount or number of people or things
partner,I'm calling my partner in Toluca Lake.,a person or organization you are closely involved with in some way
moon,"In the name of the moon, I will punish you!",the round object that moves in the sky around the earth and can be seen at night
