word,sentence,word_mean
hills,Beverly Hills.,an area of land that is higher than the surrounding land :
alcohol,Alcohol.,drinks such as beer and wine that contain a substance that can make people drunk :
cheat,Cheat!,to behave in a dishonest way in order to get what you want :
quarters,General quarters!,"a room or house that has been provided , especially for servants or soldiers and their families , to live in:"
margaret,Margaret.,
april,April.,"the fourth month of the year , after March and before May:"
sides,Both sides.,"a flat outer surface of an object , especially one that is not the top , the bottom , the front , or the back:"
thats,Thats right.,"used to refer to a person , object , idea , etc. that is separated from the speaker by space or time :"
downtown,Downtown.,in or to the central part of a city :
hop,Hop in.,to jump on one foot or to move about in this way:
trigger,Pull the trigger.,a part of a gun that causes the gun to fire when pressed :
purse,My purse!,"a small container for money , usually used by a woman:"
nuclear,Nuclear?,being or using the power produced when the nucleus of an atom is divided or joined to another nucleus :
mix,Mix it up.,"to ( cause different substances to) combine , so that the result cannot easily be separated into its parts :"
accused,We have the accused at the scene of the crime.,the person who is on trial in a law court :
wagon,Get in the wagon.,"a vehicle with four wheels , usually pulled by horses or oxen , used for transporting heavy goods , especially in the past:"
lifetime,Not in this lifetime.,the period of time during which someone lives or something exists :
inform,"He says, Sorry to inform you, but your brother just died.",to tell someone about particular facts :
cigarettes,Cigarettes.,a small paper tube filled with cut pieces of tobacco that people smoke :
rolling,Rolling.,gradual :
extraordinary,Extraordinary.,"very unusual , special , unexpected , or strange :"
co,"English Subtitles by GELULA CO., INC.",together; with:
pipe,Pipe down.,a tube inside which liquid or gas flows from one place to another:
champion,Champion!,"someone or something, especially a person or animal , that has beaten all other competitors in a competition :"
task,This task was appointed to you.,"a piece of work to be done, especially one done regularly , unwillingly , or with difficulty :"
embarrassed,I'm embarrassed.,feeling ashamed or shy :
capital,Capital!,a city that is the centre of government of a country or smaller political area :
begins,And so it begins.,to start to happen or exist :
perform,"Wanting to perform the mysterious,",to do an action or piece of work :
concentrate,Concentrate.,"to direct your attention or your efforts towards a particular activity , subject , or problem :"
jeez,Jeez.,an expression of surprise or emotion :
threatened,He threatened me.,"in danger , or likely to stop existing :"
abandoned,It's abandoned.,"left in a particular place or condition , usually forever :"
drew,Drew.,past simple of draw
june,June.,"the sixth month of the year , after May and before July :"
routine,Routine.,a usual or fixed way of doing things:
spit,Spit it out.,"to force out the contents of the mouth , especially saliva :"
mistress,Mistress!,a woman who has control over or responsibility for someone or something:
basement,In the basement.,a part of a building consisting of rooms that are partly or completely below the level of the ground :
reasonable,Be reasonable.,based on or using good judgment and therefore fair and practical :
awfully,I'm awfully sorry.,"very or extremely , when used before an adjective or adverb :"
beaten,Beaten to death.,defeated in a competition :
sarge,Sarge.,informal for sergeant :
cats,Cats.,"a small animal with fur , four legs , a tail , and claws , usually kept as a pet or for catching mice :"
plastic,Plastic.,an artificial substance that can be shaped when soft into many different forms and has many different uses:
impressive,Impressive.,"If an object or achievement is impressive, you admire or respect it, usually because it is special , important , or very large :"
